n_rows,n_cols,n_refs,solver,n_iter_max,n_iter_min,n_iter_sum,n_processors,n_coords,dt_init,dt_build_S,dt_build_rhs,dt_solve,t_cp_comm,t_if_comm,glob_b0,glob_b1,glob_b2,glob_b3
2,2,4,cg,73,73,292,4,1089,225,52,15,1723,155,162,1,0,0,0
2,2,4,cg,73,73,292,4,1089,236,53,15,1764,154,156,1,0,0,0
2,2,4,cg,73,73,292,4,1089,419,88,35,1383,87,89,1,0,0,0
4,4,6,cg,620,620,9920,16,66049,31308,3832,6266,814477,197131,191738,1,0,0,0
4,4,6,cg,620,620,9920,16,66049,31426,3932,6198,829747,211287,188698,1,0,0,0
4,4,6,cg,620,620,9920,16,66049,21323,3836,6018,829856,201341,193514,1,0,0,0
4,4,6,cg,620,620,9920,16,66049,31725,3265,6331,832542,215328,193665,1,0,0,0
4,4,6,cg,620,620,9920,16,66049,31628,2468,7107,843620,200857,192461,1,0,0,0
4,4,6,cg,620,620,9920,16,66049,31358,2067,8079,825983,210824,191478,1,0,0,0
4,4,6,cg,620,620,9920,16,66049,41363,3762,5987,845571,192279,198205,1,0,0,0
4,4,6,cg,620,620,9920,16,66049,31307,3647,5977,840589,202078,195495,1,0,0,0
4,4,6,cg,620,620,9920,16,66049,41800,2637,6829,862554,215231,198285,1,0,0,0
4,4,6,cg,620,620,9920,16,66049,41246,3701,6591,841258,204638,193755,1,0,0,0
8,8,5,cg,620,620,39680,64,66049,71568,11509,13146,4371194,1717916,808019,1,0,0,0
8,8,5,cg,620,620,39680,64,66049,61618,15716,9025,4404184,1748753,817735,1,0,0,0
8,8,5,cg,620,620,39680,64,66049,51504,11484,6509,4352865,1749328,810568,1,0,0,0
8,8,5,cg,620,620,39680,64,66049,41549,17564,8523,4317103,1675931,795589,1,0,0,0
8,8,5,cg,620,620,39680,64,66049,51796,15751,8400,4350212,1659686,805200,1,0,0,0
8,8,5,cg,620,620,39680,64,66049,71722,15288,10214,4335293,1741023,803577,1,0,0,0
8,8,5,cg,620,620,39680,64,66049,61648,15629,9980,4364055,1699299,814977,1,0,0,0
8,8,5,cg,620,620,39680,64,66049,51597,14777,9095,4351459,1646407,807665,1,0,0,0
8,8,5,cg,620,620,39680,64,66049,51622,16517,8857,4338319,1641975,806600,1,0,0,0
8,8,5,cg,620,620,39680,64,66049,61667,15612,9626,4340205,1556147,804031,1,0,0,0
8,8,3,cg,149,149,9536,64,4225,41734,10977,4543,1012201,437575,179566,1,0,0,0
8,8,3,cg,149,149,9536,64,4225,41765,10781,4501,1009983,406589,175925,1,0,0,0
8,8,3,cg,149,149,9536,64,4225,31466,11555,4419,1010040,379432,177645,1,0,0,0
8,8,3,cg,149,149,9536,64,4225,41994,10623,4283,1013782,386468,180021,1,0,0,0
8,8,3,cg,149,149,9536,64,4225,71668,11575,3690,1019158,396906,179153,1,0,0,0
8,8,3,cg,149,149,9536,64,4225,31668,11605,4762,1014625,395864,177715,1,0,0,0
8,8,3,cg,149,149,9536,64,4225,51784,11056,3860,1017405,409547,177071,1,0,0,0
8,8,3,cg,149,149,9536,64,4225,41542,12399,3526,1015777,406789,176025,1,0,0,0
8,8,3,cg,149,149,9536,64,4225,51699,11527,4611,1016314,391006,179197,1,0,0,0
8,8,3,cg,149,149,9536,64,4225,41401,11489,4460,1010192,393745,178591,1,0,0,0
8,8,3,cg,149,149,9536,64,4225,41809,11362,3810,1011053,369909,177028,1,0,0,0
8,8,3,cg,149,149,9536,64,4225,31536,11498,4885,1011164,426310,177191,1,0,0,0
8,8,3,cg,149,149,9536,64,4225,41776,10637,4731,1000463,359336,173947,1,0,0,0
8,8,3,cg,149,149,9536,64,4225,51951,11129,3403,1012588,390876,180288,1,0,0,0
8,8,3,cg,149,149,9536,64,4225,41638,11917,3653,1011715,409613,174789,1,0,0,0
4,4,5,cg,303,303,4848,16,16641,110686,635,9990,369644,93684,88527,1,0,0,0
4,4,5,cg,303,303,4848,16,16641,110585,662,9905,354548,90661,86453,1,0,0,0
4,4,5,cg,303,303,4848,16,16641,101164,662,9213,380663,89121,91011,1,0,0,0
4,4,5,cg,303,303,4848,16,16641,110774,593,10103,365508,97538,87974,1,0,0,0
4,4,5,cg,303,303,4848,16,16641,100804,765,9583,375529,88772,92188,1,0,0,0
4,4,5,cg,303,303,4848,16,16641,100839,801,9683,366045,92379,88205,1,0,0,0
4,4,5,cg,303,303,4848,16,16641,110572,622,9872,366984,92524,90280,1,0,0,0
4,4,5,cg,303,303,4848,16,16641,91079,751,9471,356945,85889,86897,1,0,0,0
4,4,5,cg,303,303,4848,16,16641,110819,711,9642,378422,93528,91685,1,0,0,0
